,Unnamed: 0,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2103,2103,Single,1,2,9773,Daytime,1,128,Portuguese,34,19,3,0,141,1,0,0,0,FEMALE,0,20,0,0,6,10,4,12,0,0,6,15,3,10.66666667,0,7.6,2.6,0.32,Dropout
2104,2104,Single,1,1,9238,Daytime,1,136,Portuguese,19,38,9,9,121.7,0,1,0,1,FEMALE,1,20,0,0,6,9,6,11.875,0,0,6,7,6,14.42857143,0,16.2,0.3,-0.92,Graduate
2105,2105,Single,43,1,9500,Daytime,1,127,Portuguese,19,19,4,7,121.1,0,0,0,1,Female,1,18,0,0,7,11,5,12.16,0,0,7,7,2,13.4,0,16.2,0.3,-0.92,Enrolled
2106,2106,Single,16,1,9070,Daytime,1,145,Portuguese,1,1,3,3,146.1,1,0,0,1,FEMALE,0,18,0,0,6,6,1,15,0,0,6,7,4,12.5,0,9.4,-0.8,-3.12,Enrolled
2107,2107,Single,1,1,9773,Daytime,1,140,Portuguese,37,37,9,9,142.5,1,0,0,1,FEMALE,0,18,0,0,6,6,6,13.33333333,0,0,6,9,5,13.2,0,9.4,-0.8,-3.12,Graduate
2108,2108,Single,17,1,9085,Daytime,1,138,Portuguese,2,19,2,9,126.8,1,0,0,1,FEMALE,0,18,0,0,5,12,2,11.5,0,0,5,12,3,11.8,2,10.8,1.4,1.74,Enrolled
2109,2109,Single,44,1,9085,Daytime,39,150,Portuguese,3,3,2,2,150,1,0,0,1,FEMALE,0,22,0,2,6,7,6,14.42857143,0,1,6,9,5,13,0,13.9,-0.3,0.79,Graduate
2110,2110,Single,44,3,9085,Daytime,39,150,Portuguese,1,19,4,1,150,1,0,0,1,FEMALE,0,19,0,0,5,10,1,13,1,0,5,8,3,15.33333333,0,12.7,3.7,-1.7,Enrolled
2111,2111,Single,17,1,9003,Daytime,1,131,Portuguese,19,1,9,2,134.5,1,0,0,1,Female,1,19,0,0,6,7,6,15,0,0,6,8,6,14.33333333,0,12.4,0.5,1.79,Graduate
2112,2112,Single,1,2,9556,Daytime,1,136,Portuguese,19,19,9,9,129.5,1,0,0,1,Female,0,18,0,0,7,9,7,15.15555556,0,0,8,8,8,16.8,0,12.7,3.7,-1.7,Graduate
2113,2113,Single,1,1,9238,Daytime,1,117,Portuguese,38,38,175,183,113.2,1,0,1,1,Female,0,20,0,0,6,8,6,10.66666667,0,0,6,7,6,11.85714286,0,11.1,0.6,2.02,Graduate
2114,2114,Single,17,1,9853,Daytime,1,158,Portuguese,38,37,5,5,140.2,1,0,0,1,Female,0,18,0,0,6,9,5,11,0,0,6,9,4,11.25,0,10.8,1.4,1.74,Dropout
2115,2115,Single,17,2,9670,Daytime,1,129,Portuguese,1,19,5,5,119.2,1,0,0,1,FEMALE,0,21,0,0,6,0,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
2116,2116,Single,1,1,9238,Daytime,1,140,Portuguese,1,19,4,4,140.7,0,0,0,1,FEMALE,0,19,0,0,6,7,6,12.28571429,0,0,6,7,6,12,0,12.4,0.5,1.79,Graduate
2117,2117,Single,1,5,9500,Daytime,1,141,Portuguese,38,38,9,9,142.3,1,0,0,1,female,0,18,0,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,9.4,-0.8,-3.12,Dropout
2118,2118,Single,1,4,9773,Daytime,1,132,Italian,12,12,90,4,129.9,1,0,0,1,Female,0,18,1,0,6,6,6,12.66666667,0,0,6,8,5,14.4,0,7.6,2.6,0.32,Graduate
2119,2119,Single,17,1,171,Daytime,1,133,Portuguese,1,1,6,7,134.8,1,0,0,1,female,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Enrolled
2120,2120,Single,17,1,9085,Daytime,1,109,Portuguese,19,19,4,9,104.1,1,0,1,0,Female,1,21,0,0,6,16,2,13,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
2121,2121,Single,1,1,9147,Daytime,1,135,Portuguese,1,38,5,5,122.4,0,0,1,1,Female,0,19,0,0,5,10,5,10.875,0,0,5,8,4,12.4,0,13.9,-0.3,0.79,Graduate
2122,2122,Single,1,1,9147,Daytime,1,122,Portuguese,37,37,9,7,120.6,1,0,0,1,female,1,19,0,0,5,5,5,12.8,0,0,5,8,5,11.6,0,9.4,-0.8,-3.12,Graduate
2123,2123,Single,17,3,9238,Daytime,1,118,Portuguese,1,19,4,10,112.4,1,0,0,1,female,0,19,0,0,6,10,5,11.28571429,0,0,6,7,0,0,0,16.2,0.3,-0.92,Dropout
2124,2124,Single,1,1,171,Daytime,1,174,Portuguese,5,3,3,3,157.9,0,0,0,1,Female,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
2125,2125,Single,43,1,9254,Daytime,1,142,Portuguese,38,38,9,9,125.9,0,0,0,1,Female,1,19,0,0,6,0,0,0,0,0,6,11,1,10,0,10.8,1.4,1.74,Dropout
2126,2126,Single,17,2,9500,Daytime,1,131,Portuguese,38,1,5,7,118.4,1,0,0,1,FEMALE,1,20,0,0,7,9,6,13.76666667,0,0,8,9,8,13.74444444,0,16.2,0.3,-0.92,Dropout
2127,2127,Single,1,3,9500,Daytime,1,139,Portuguese,18,18,1,1,130.8,1,0,0,0,Female,0,18,0,0,8,9,6,12.75833333,1,0,8,9,6,12.75833333,1,9.4,-0.8,-3.12,Dropout
2128,2128,Single,1,1,171,Daytime,1,170,Portuguese,19,19,8,8,176.7,1,0,0,1,FEMALE,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Dropout
2129,2129,Single,1,1,9070,Daytime,1,182,Portuguese,19,1,5,7,156.8,1,0,0,1,Female,0,18,0,0,6,6,6,12.66666667,0,0,6,8,6,13.25,0,10.8,1.4,1.74,Graduate
2130,2130,Single,1,1,9085,Daytime,1,125,Portuguese,19,37,3,7,126.8,0,0,0,1,Female,0,18,0,0,6,13,6,12,0,0,6,16,4,12.75,0,11.1,0.6,2.02,Enrolled
2131,2131,Single,1,1,9238,Daytime,1,142,Portuguese,1,37,5,7,128,0,0,0,1,female,1,19,0,0,6,8,6,12.25,0,0,6,8,6,12,0,16.2,0.3,-0.92,Graduate
2132,2132,Single,1,2,9147,Daytime,1,119,Portuguese,19,37,4,5,113.8,1,0,0,1,Female,0,20,0,0,5,8,3,11.33333333,0,0,5,8,5,12.2,0,7.6,2.6,0.32,Graduate
2133,2133,Single,17,5,9500,Daytime,1,128,Portuguese,1,1,4,5,120.8,1,0,0,1,FEMALE,1,19,0,0,7,9,7,13.50714286,0,0,8,12,8,13.05,0,16.2,0.3,-0.92,Graduate
2134,2134,Single,1,3,9500,Daytime,1,150,Portuguese,19,38,1,1,130.8,1,0,0,1,female,0,18,0,0,8,8,7,13.61428571,0,0,8,8,7,13.61428571,0,12.7,3.7,-1.7,Graduate
2135,2135,Single,39,1,9254,Daytime,1,133.1,Portuguese,19,1,4,1,101,0,0,1,1,FEMALE,0,25,0,0,6,6,0,0,0,0,6,6,0,0,0,15.5,2.8,-4.06,Dropout
2136,2136,Single,17,5,9070,Daytime,1,131,Portuguese,37,37,9,9,126.1,1,0,0,0,Female,0,18,0,0,6,9,4,11.5,1,0,6,6,6,12.16666667,0,7.6,2.6,0.32,Graduate
2137,2137,Single,1,5,9773,Daytime,1,118,Portuguese,38,19,9,9,113.8,1,0,0,1,FEMALE,0,19,0,0,6,7,6,12.33333333,0,0,6,7,6,12.5,0,8.9,1.4,3.51,Graduate
2138,2138,Single,17,2,9556,Daytime,1,122,Portuguese,19,38,4,8,118.3,1,0,0,1,Female,1,19,0,0,7,7,7,11.97142857,0,0,8,8,8,14.4375,0,15.5,2.8,-4.06,Graduate
2139,2139,Single,1,1,9147,Daytime,1,116,Portuguese,19,19,5,8,127.9,0,0,1,0,female,1,20,0,0,5,12,2,13,1,0,5,13,2,11.5,0,9.4,-0.8,-3.12,Dropout
2140,2140,Single,17,5,9500,Daytime,1,137,Portuguese,1,1,5,4,131.1,1,0,0,1,Female,0,18,0,0,7,9,7,12.38571429,0,0,8,9,7,12.72857143,0,13.9,-0.3,0.79,Enrolled
2141,2141,Single,17,4,9085,Daytime,1,128,Portuguese,38,37,4,9,117.9,1,0,0,1,female,0,20,0,0,5,12,2,13.5,0,0,5,12,5,11.28571429,1,,1.4,1.74,Graduate
2142,2142,Single,17,1,9238,Daytime,1,123,Portuguese,1,1,9,9,115.7,1,0,0,1,Female,0,21,0,0,6,8,6,12.16666667,0,0,6,7,6,13.28571429,0,11.1,0.6,2.02,Graduate
2143,2143,Single,1,2,171,Daytime,1,133.1,Portuguese,3,1,2,3,141,1,0,0,1,Female,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate
2144,2144,Married,39,1,8014,Evening,12,110,Portuguese,37,37,7,9,120,0,0,0,1,Female,0,42,0,0,6,6,6,11.66666667,0,0,6,6,6,13.66666667,0,10.8,1.4,1.74,Graduate
2145,2145,Single,17,1,9130,Daytime,1,143,Portuguese,3,3,2,2,131.8,1,0,1,0,Female,0,18,0,0,6,9,5,12.4,0,0,6,12,5,14.16666667,0,8.9,1.4,3.51,Enrolled
2146,2146,Single,1,1,9070,Daytime,1,150,Portuguese,37,37,9,6,131.1,0,0,0,1,female,1,19,0,0,6,7,5,13.4,0,0,6,6,6,12.83333333,0,15.5,2.8,-4.06,Graduate
2147,2147,Single,1,6,9254,Daytime,1,129,Portuguese,38,19,9,5,117.8,1,0,0,1,Female,0,18,0,0,6,11,6,12,0,0,6,11,4,12.5,0,8.9,1.4,3.51,Graduate
2148,2148,Single,10,1,9085,Daytime,1,140,Portuguese,19,19,4,5,140,1,0,0,1,FEMALE,0,21,0,0,5,6,5,14.2,0,0,5,5,5,14.8,0,10.8,1.4,1.74,Graduate
2149,2149,Single,1,1,9238,Daytime,1,133.1,Portuguese,38,37,5,5,108,0,0,0,1,female,1,20,0,0,6,8,6,12.125,0,0,6,7,6,14.42857143,0,16.2,0.3,-0.92,Graduate
2150,2150,Single,1,1,9853,Daytime,1,132,Portuguese,1,19,3,3,122.9,1,0,0,1,female,0,20,0,0,7,7,7,13.85714286,0,0,7,7,7,13.28571429,0,11.1,0.6,2.02,Graduate
2151,2151,Single,44,1,9085,Daytime,39,130,Portuguese,3,1,2,9,130,1,0,0,1,Female,0,21,0,1,6,13,3,11.75,0,1,6,13,5,12.33333333,0,12.4,0.5,1.79,Enrolled
2152,2152,Single,1,4,9500,Daytime,1,137,Portuguese,38,37,7,7,126,1,0,0,1,Female,0,19,0,0,7,9,7,14.28333333,0,0,8,9,8,13.12555556,0,15.5,2.8,-4.06,Graduate
2153,2153,Single,42,1,9238,Daytime,1,133.1,Portuguese,1,19,4,9,134,0,0,0,1,female,0,21,0,10,13,21,11,13.27272727,0,6,11,13,9,13,0,7.6,2.6,0.32,Graduate
2154,2154,Single,1,1,9070,Daytime,1,143,Portuguese,38,19,151,193,134.3,1,1,0,1,female,0,19,0,0,6,6,6,14.66666667,0,0,6,7,6,15.14285714,0,8.9,1.4,3.51,Graduate
2155,2155,Single,1,1,9500,Daytime,1,148,Portuguese,19,19,9,9,138.7,0,0,0,1,female,1,19,0,0,7,10,7,15.115,0,0,8,10,8,15.092,0,15.5,2.8,-4.06,Graduate
2156,2156,Single,17,2,171,Daytime,1,137,Portuguese,1,1,4,1,143.3,1,0,0,1,Female,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Enrolled
2157,2157,Single,44,1,9085,Daytime,39,160,Portuguese,37,19,9,10,160,1,0,0,1,female,0,22,0,1,6,13,6,15,0,1,6,7,6,13.14285714,0,16.2,0.3,-0.92,Graduate
2158,2158,Single,1,2,9853,Daytime,1,112,Portuguese,3,1,3,5,111,0,0,0,1,female,0,21,0,0,6,8,5,13.2,0,0,6,9,5,14.33333333,0,9.4,-0.8,-3.12,Graduate
2159,2159,Single,17,4,9254,Daytime,1,133,Portuguese,37,37,5,8,128.5,1,0,0,1,Female,1,18,0,0,6,14,2,11,0,0,6,14,3,10.33333333,0,7.6,2.6,0.32,Dropout
2160,2160,Single,1,4,9500,Daytime,1,142,Portuguese,1,3,1,2,133,0,0,0,1,Female,1,20,0,0,8,8,7,14.56571429,0,0,8,8,7,14.56571429,0,10.8,1.4,1.74,Graduate
2161,2161,Single,17,2,9670,Daytime,1,123,Portuguese,34,37,0,0,114.6,1,0,1,0,FEMALE,0,18,0,0,5,8,3,12,0,0,5,6,4,10.75,0,7.6,2.6,0.32,Dropout
2162,2162,Single,17,1,9238,Daytime,1,103,Portuguese,19,37,7,9,104.1,0,0,0,1,Female,0,20,0,0,6,6,0,0,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout
2163,2163,Single,17,4,9500,Daytime,1,140,Portuguese,1,1,3,3,127.6,1,0,0,1,female,0,23,0,0,7,7,6,13.79666667,0,0,8,11,7,13.775,0,12.4,0.5,1.79,Graduate
2164,2164,Single,1,2,9773,Daytime,1,159,Portuguese,1,1,3,3,151,1,0,0,1,FEMALE,0,18,0,0,6,6,6,14.83333333,0,0,6,6,6,15.33333333,0,12.7,3.7,-1.7,Graduate
2165,2165,Single,44,1,9238,Daytime,39,140,Portuguese,1,1,9,3,135.7,1,0,0,1,Female,0,20,0,3,6,6,6,12.83333333,0,2,6,6,6,13.83333333,0,12.4,0.5,1.79,Graduate
2166,2166,Single,17,1,9500,Daytime,1,148,Portuguese,38,37,5,9,137.8,1,0,0,1,FEMALE,1,18,0,0,8,8,7,14.96285714,0,0,8,8,7,14.96285714,0,10.8,1.4,1.74,Graduate
2167,2167,Single,1,6,9147,Daytime,1,112,Portuguese,38,38,9,9,117.3,1,0,0,1,Female,0,20,0,0,5,8,4,12,0,0,5,8,5,11.2,0,11.1,0.6,2.02,Graduate
2168,2168,Single,18,2,9500,Daytime,1,131,Portuguese,1,3,3,2,121.2,1,0,0,1,female,0,18,0,0,7,8,7,12.4,0,0,8,9,8,12.8,0,16.2,0.3,-0.92,Graduate
2169,2169,Single,17,1,9670,Daytime,1,145,Portuguese,3,3,2,1,129.3,1,0,0,1,Female,0,20,0,0,6,7,6,15.57142857,0,0,6,6,6,17.16666667,0,16.2,0.3,-0.92,Graduate
2170,2170,Single,1,5,9500,Daytime,1,133.1,Portuguese,1,1,5,8,123,1,0,0,1,FEMALE,0,19,0,0,8,8,7,13.71428571,0,0,8,8,7,13.71428571,0,12.7,3.7,-1.7,Graduate
2171,2171,Single,44,1,9085,Daytime,39,140,Portuguese,1,19,4,4,140,0,0,0,1,Female,0,21,0,2,6,9,6,13.14285714,0,0,6,9,6,12.16666667,0,13.9,-0.3,0.79,Graduate
2172,2172,Married,7,1,9070,Daytime,43,140,Portuguese,37,1,9,7,140,0,0,0,1,FEMALE,0,33,0,0,6,7,6,15,0,0,6,8,3,11,0,11.1,0.6,2.02,Graduate
2173,2173,Single,1,1,9085,Daytime,1,150,Portuguese,12,2,4,2,144.6,0,0,1,0,FEMALE,0,24,0,0,5,6,1,13,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
2174,2174,Single,43,1,9238,Daytime,1,120,Portuguese,1,38,4,3,118.3,0,0,0,1,Female,1,20,0,8,11,12,11,12,0,6,11,14,11,12.75,0,13.9,-0.3,0.79,Graduate
2175,2175,Single,1,1,171,Daytime,1,156,Portuguese,19,38,9,1,153.6,1,0,0,1,Female,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate
2176,2176,Single,1,4,9070,Daytime,1,167,Portuguese,1,1,7,3,158.3,1,0,0,1,Female,0,18,0,0,6,6,6,15.16666667,0,0,6,6,6,14.16666667,0,15.5,2.8,-4.06,Graduate
2177,2177,Single,43,1,8014,Evening,6,133.1,Portuguese,34,34,0,0,100,0,0,1,1,female,0,29,0,1,6,9,4,12,0,1,6,13,2,10.5,0,7.6,2.6,0.32,Dropout
2178,2178,Single,17,1,9500,Daytime,1,147,Portuguese,1,1,5,5,134.9,0,1,0,1,Female,0,18,0,0,7,7,7,13.64285714,0,0,8,11,8,14.77272727,0,16.2,0.3,-0.92,Graduate
2179,2179,Single,1,3,9773,Daytime,1,129,Portuguese,38,37,5,5,142,1,0,0,1,Female,0,19,0,0,6,8,6,12.66666667,0,0,6,7,6,12.71428571,0,9.4,-0.8,-3.12,Graduate
2180,2180,Single,17,1,171,Daytime,1,136,Portuguese,38,38,7,7,127.3,1,0,0,1,Female,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
2181,2181,Single,17,1,9238,Daytime,1,128,Portuguese,19,19,5,4,116.5,0,0,0,1,Female,1,18,0,0,6,8,5,10.8,0,0,6,9,6,10.5,0,12.4,0.5,1.79,Graduate
2182,2182,Single,43,1,9500,Daytime,1,140,Portuguese,19,19,7,7,138.6,0,0,0,1,Female,1,19,0,0,7,9,6,14.25,0,0,8,11,8,13.06363636,0,16.2,0.3,-0.92,Graduate
2183,2183,Single,42,1,9853,Daytime,1,141,Portuguese,37,19,9,3,133,0,0,0,1,FEMALE,0,20,0,6,14,22,12,12.15384615,0,5,12,18,10,12.9,0,,1.4,1.74,Dropout
2184,2184,Single,17,2,9238,Daytime,1,133,Portuguese,2,1,3,4,136.2,1,0,0,1,FEMALE,0,19,0,0,6,14,1,11.5,0,0,6,12,2,10.5,0,7.6,2.6,0.32,Enrolled
2185,2185,Single,17,1,9254,Daytime,1,125,Portuguese,19,19,7,5,118,1,0,0,1,FEMALE,1,19,0,0,6,10,4,12.25,0,0,6,9,3,12.33333333,0,9.4,-0.8,-3.12,Graduate
2186,2186,Single,1,1,9070,Daytime,1,124,Portuguese,19,37,4,4,126.8,0,0,0,1,FEMALE,1,18,0,1,6,8,6,12,1,0,6,12,5,11.14285714,0,13.9,-0.3,0.79,Enrolled
2187,2187,Single,1,6,9500,Daytime,1,140,Portuguese,19,38,5,7,128.5,1,0,0,1,female,1,18,0,0,8,8,8,13.40375,0,0,8,8,8,13.40375,0,9.4,-0.8,-3.12,Graduate
2188,2188,Single,17,1,9254,Daytime,1,140,Portuguese,3,1,2,3,129.9,0,0,0,1,FEMALE,1,19,0,0,6,15,6,11.33333333,0,0,6,9,3,12.66666667,0,9.4,-0.8,-3.12,Graduate
2189,2189,Single,17,4,9773,Daytime,1,137,Portuguese,1,1,5,5,125.8,0,0,1,1,male,0,20,0,0,6,7,5,12.2,0,0,6,6,6,12.33333333,0,12.7,3.7,-1.7,Dropout
2190,2190,Single,17,1,171,Daytime,1,144,Portuguese,37,37,9,6,129.3,1,0,0,1,MALE,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled
2191,2191,Single,1,6,9500,Daytime,1,138,Portuguese,4,19,2,3,124.7,1,0,0,1,MALE,0,18,0,0,7,0,0,0,0,0,8,0,0,0,0,16.2,0.3,-0.92,Dropout
2192,2192,Single,39,1,9003,Daytime,1,130,Portuguese,3,1,2,4,154.9,0,0,1,0,male,0,35,0,0,6,8,5,16.16666667,0,0,6,10,4,16,0,8.9,1.4,3.51,Dropout
2193,2193,Single,17,1,9119,Daytime,1,142,Portuguese,19,38,9,7,127.3,0,0,0,1,Male,0,18,0,0,5,10,3,11,0,0,5,6,3,11,1,16.2,0.3,-0.92,Enrolled
2194,2194,Single,1,1,171,Daytime,1,136,Portuguese,37,19,5,8,129,1,0,0,1,Male,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
2195,2195,Single,1,2,9773,Daytime,1,133.1,Portuguese,38,19,4,7,98,1,0,0,1,MALE,1,19,0,0,6,8,4,12,0,0,6,8,6,12.28571429,0,15.5,2.8,-4.06,Enrolled
2196,2196,Single,17,2,9147,Daytime,1,130,Portuguese,1,38,5,7,122,1,0,0,1,Male,0,20,0,0,5,8,2,10.5,0,0,5,11,4,12.25,0,10.8,1.4,1.74,Enrolled
2197,2197,Single,43,1,9070,Daytime,1,117,Portuguese,1,1,4,7,112.5,1,0,0,1,MALE,0,19,0,3,6,7,3,11.66666667,0,1,6,13,4,10.33333333,0,13.9,-0.3,0.79,Enrolled
2198,2198,Single,1,3,9147,Daytime,1,136,Portuguese,38,38,9,9,127.3,1,0,0,1,Male,0,19,0,0,5,8,3,11,0,0,5,7,2,10,0,12.7,3.7,-1.7,Dropout
2199,2199,Single,39,2,9556,Daytime,1,133.1,Portuguese,1,1,9,10,100.5,0,0,0,1,Male,0,24,0,0,7,18,0,0,0,0,7,13,0,0,1,11.1,7.60718916,2.02,Dropout
2200,2200,Single,39,1,8014,Evening,1,140,Portuguese,37,37,9,7,122,1,0,1,0,Male,0,29,0,0,6,11,4,12.5,0,0,6,7,0,0,0,12.4,0.5,1.79,Dropout
2201,2201,Single,39,1,9500,Daytime,1,150,Portuguese,38,3,9,1,140,0,0,0,1,Male,0,24,0,0,7,11,7,11.29444444,0,0,8,22,2,12.6,0,15.5,2.8,-4.06,Graduate
2202,2202,Single,17,2,9254,Daytime,1,121,Portuguese,19,38,6,6,116.1,1,0,0,1,Male,0,19,0,0,6,8,5,11.2,0,0,6,11,4,12.5,0,15.5,2.8,-4.06,Graduate
2203,2203,Married,7,1,171,Daytime,3,120,Portuguese,19,19,9,9,130,1,0,0,1,Male,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Dropout
2204,2204,Single,5,2,9070,Daytime,1,143,Portuguese,1,1,4,10,146.2,1,0,0,1,MALE,0,18,0,0,6,7,5,13.2,0,0,6,6,5,11.8,0,16.2,0.3,-0.92,Graduate
2205,2205,Single,44,1,9119,Daytime,39,180,Portuguese,1,1,9,8,180,0,0,0,1,Male,1,20,0,3,7,12,6,14.14285714,0,1,6,10,6,14.125,0,12.4,0.5,1.79,Enrolled
2206,2206,Single,1,5,9147,Daytime,1,132,Portuguese,39,39,3,3,127.8,1,0,0,0,MALE,0,18,0,0,5,0,0,0,0,0,5,0,0,0,0,11.1,0.6,2.02,Dropout
2207,2207,Single,43,1,9147,Daytime,1,130,Portuguese,37,19,9,8,130.8,0,0,0,1,Male,0,22,0,0,5,5,0,0,0,0,5,9,3,13.33333333,2,16.2,0.3,-0.92,Enrolled
2208,2208,Single,17,2,9147,Daytime,1,133.1,Portuguese,38,38,4,7,109,1,0,0,1,Male,1,22,0,0,5,7,3,12.33333333,0,0,5,9,3,10.57142857,0,10.8,1.4,1.74,Enrolled
2209,2209,Single,1,5,9773,Daytime,1,131,Portuguese,1,38,9,5,132.4,1,0,1,0,Male,0,18,0,0,6,6,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
2210,2210,Single,1,3,9500,Daytime,1,149,Portuguese,1,1,4,4,129.3,1,0,0,1,male,0,18,0,0,8,8,7,13.1,0,0,8,8,7,13.1,0,12.7,3.7,-1.7,Graduate
2211,2211,Single,1,1,9070,Daytime,1,124,Portuguese,37,37,9,9,125.4,1,0,0,1,MALE,0,19,0,0,6,6,6,13.5,0,0,6,6,6,13.16666667,0,9.4,-0.8,-3.12,Graduate
2212,2212,Single,1,1,9119,Daytime,1,126,Portuguese,38,19,5,5,130.2,0,0,0,1,Male,0,19,0,0,5,7,5,10.2,0,0,5,8,3,12,0,10.8,1.4,1.74,Enrolled
2213,2213,Single,1,1,9238,Daytime,1,140,Portuguese,19,38,9,9,132,0,0,0,1,MALE,0,19,0,0,6,10,5,11.57142857,0,0,6,10,3,13,0,16.2,0.3,-0.92,Dropout
2214,2214,Single,44,1,9003,Daytime,39,170,Portuguese,19,19,9,7,170,1,0,1,1,Male,0,21,0,0,6,7,6,15.28571429,0,0,6,6,6,15.16666667,0,12.4,0.5,1.79,Graduate
2215,2215,Single,1,2,9773,Daytime,1,133,Portuguese,3,1,2,4,130.2,0,0,0,1,Male,0,19,0,0,6,9,5,12.6,0,6,10,16,8,11,1,8.9,1.4,3.51,Enrolled
2216,2216,Single,18,2,9556,Daytime,1,126,Portuguese,3,3,2,2,115.5,0,0,0,1,MALE,0,18,0,0,7,11,6,13.43333333,0,0,7,10,4,13.6,0,8.9,1.4,3.51,Graduate
2217,2217,Single,16,2,9147,Daytime,1,129,Portuguese,19,19,4,9,127.6,1,0,0,1,Male,0,19,0,0,5,8,5,11.6,0,0,5,9,3,11,0,10.8,1.4,1.74,Dropout
2218,2218,Single,7,1,9773,Daytime,43,140,Portuguese,19,1,4,8,140,0,0,0,1,Male,0,25,0,0,6,6,6,14.66666667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
2219,2219,Single,1,1,9070,Daytime,1,130,Portuguese,37,1,9,8,120.2,1,0,0,1,Male,0,22,0,0,6,9,6,14.66666667,0,0,6,12,6,14.66666667,0,12.7,3.7,-1.7,Graduate
2220,2220,Single,39,1,9500,Daytime,1,130,Portuguese,1,1,4,9,150,0,0,0,1,male,0,24,0,0,8,8,7,12.74285714,0,0,8,8,7,12.74285714,0,12.7,3.7,-1.7,Graduate
2221,2221,Single,1,2,9500,Daytime,1,99,Portuguese,1,3,5,10,100,1,0,0,1,MALE,0,19,0,0,7,9,7,11.975,0,0,8,9,7,13.12857143,0,13.9,-0.3,0.79,Graduate
2222,2222,Single,43,1,9119,Daytime,1,146,Portuguese,3,1,2,3,100,0,0,0,1,Male,0,18,0,0,5,9,4,12.25,0,0,5,11,3,11.66666667,0,13.9,-0.3,0.79,Enrolled
2223,2223,Single,17,1,171,Daytime,1,129,Portuguese,38,37,4,6,128,0,0,0,0,MALE,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
2224,2224,Single,1,2,9500,Daytime,1,132,Portuguese,19,19,9,7,128,1,0,0,1,male,1,19,0,0,8,8,7,14.93571429,0,0,8,8,7,14.93571429,0,10.8,1.4,1.74,Graduate
2225,2225,Single,43,3,9254,Daytime,1,110,Portuguese,37,37,9,9,107.2,1,0,0,1,Male,0,19,0,1,6,16,2,10.5,0,0,6,15,4,10,0,7.6,2.6,0.32,Dropout
2226,2226,Single,1,1,9670,Daytime,1,116,Portuguese,3,3,3,3,110.1,1,0,0,1,Male,0,19,0,0,6,9,5,13.33333333,0,0,6,6,5,13,0,12.4,0.5,1.79,Graduate
2227,2227,Single,43,1,9003,Daytime,1,119,Portuguese,37,37,9,6,119,0,0,1,1,MALE,0,23,0,0,6,6,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
2228,2228,Married,39,1,9773,Daytime,1,120,Portuguese,37,38,9,3,155.5,0,0,0,1,Male,0,47,0,0,6,12,5,13.8,0,0,6,13,4,14,0,12.7,3.7,-1.7,Dropout
2229,2229,Single,1,1,9070,Daytime,1,117,Portuguese,1,1,3,9,118.4,0,0,0,1,MALE,0,19,0,0,6,6,6,11.83333333,0,0,6,8,4,10.75,2,16.2,0.3,-0.92,Graduate
2230,2230,Single,1,4,171,Daytime,1,137,Portuguese,1,38,4,8,141.2,1,0,0,1,MALE,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Graduate
